식품명,식품기원명,대표식품코드,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량,업체명,데이터생성일자,데이터기준일자
홍차_얼그레이 핫(HOT),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,0,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,355g(,커피에 반하다,2022-07-11,2023-08-31
홍차_얼그레이 핫(HOT),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,0,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,505g(,토프레소,2022-07-11,2023-08-31
홍차_얼그레이 핫(HOT),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0,,,,0,,,,,,1,,,,,,,,,,0,,식품의약품안전처,354g(,할리스,2022-07-11,2023-08-31
홍차_얼그레이,외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0.07,0,,,0,,,,,,1,,,,,,,,,,,,식품의약품안전처,360g(,드롭탑,2022-06-23,2023-08-31
홍차_얼그레이,외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0.05,0.05,,0.02,0,,,,,,0,,,,,,,,,0,0.01,0,식품의약품안전처,100g(,카페봄봄,2022-07-04,2023-08-31
홍차_얼그레이티 아이스(ICED) (J),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,2,,0.15,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,651g(,공차,2022-06-22,2023-08-31
홍차_얼그레이티 아이스(ICED) (L),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,2,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,473g(,공차,2022-06-22,2023-08-31
홍차_얼그레이티 핫(HOT) (J),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0.21,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,473g(,공차,2022-06-22,2023-08-31
홍차_얼그레이티 핫(HOT) (L),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,414g(,공차,2022-06-22,2023-08-31
홍차_영그레이 아이스(ICED) (L),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0,,,,0,,,,,,6,,,,,,,,,,0,,식품의약품안전처,450g(,파스쿠찌,2022-07-11,2023-08-31
홍차_영그레이 핫(HOT) (L),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0,,,,0,,,,,,6,,,,,,,,,,0,,식품의약품안전처,350g(,파스쿠찌,2022-07-11,2023-08-31
홍차_유스베리 티  아이스(ICED) (Tall),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,0,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,355g(,스타벅스,2022-06-24,2023-08-31
홍차_잉글리쉬 브랙퍼스트 아이스(ICED),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,0,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,355g(,커피에 반하다,2022-07-11,2023-08-31
홍차_잉글리쉬 브랙퍼스트 핫(HOT),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,0,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,355g(,커피에 반하다,2022-07-11,2023-08-31
홍차_잉글리쉬 브렉퍼스트 티 아이스(ICED) (Tall),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,0,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,355g(,스타벅스,2022-06-24,2023-08-31
홍차_잉글리쉬 브렉퍼스트 티 핫(HOT) (Tall),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,0,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,355g(,스타벅스,2022-06-24,2023-08-31
홍차_잉글리쉬 브렉퍼스트,외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0,,,,0,,,,,,4,,,,,,,,,,0,,식품의약품안전처,360g(,요거프레소,2022-07-04,2023-08-31
홍차_잉글리쉬브렉퍼스트 아이스(ICED) (L),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,0,,0,,,,,,,,,,0,,,,,,,,,,0,,식품의약품안전처,473g(,투썸 플레이스,2022-07-12,2023-08-31
홍차_잉글리쉬브렉퍼스트 핫(HOT) (L),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,0,,0,,,,,,,,,,1,,,,,,,,,,0,,식품의약품안전처,473g(,투썸 플레이스,2022-07-12,2023-08-31
홍차_크림카라멜  아이스(ICED) (L),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0,,,,,,,,,,2,,,,,,,,,,0,,식품의약품안전처,473g(,투썸 플레이스,2022-07-12,2023-08-31
홍차_퍼스트 브레이크 아이스(ICED) (L),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0,,,,0,,,,,,4,,,,,,,,,,0,,식품의약품안전처,450g(,파스쿠찌,2022-07-11,2023-08-31
홍차_퍼스트 브레이크 핫(HOT) (L),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0,,,,0,,,,,,6,,,,,,,,,,0,,식품의약품안전처,350g(,파스쿠찌,2022-07-11,2023-08-31
홍차_피치얼그레이 아이스(ICED),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,2,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,414g(,이디야,2022-07-08,2023-08-31
홍차_피치얼그레이 핫(HOT),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,2,,0,,,,0,,,,,,0,,,,,,,,,,0,,식품의약품안전처,414g(,이디야,2022-07-08,2023-08-31
홍차_홍차 아이스(ICED),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,0,,0,,,,0.04,,,,,,0,,,,,,,,,,0,,식품의약품안전처,473g(,카페띠아모,2022-07-04,2023-08-31
홍차_홍차 핫(HOT),외식(프랜차이즈 등 업체 제공 영양정,20753,100ml,1,,0,,,,0.05,,,,,,0,,,,,,,,,,0,,식품의약품안전처,384g(,카페띠아모,2022-07-04,2023-08-31
과일_하루 한 컵 RED,외식(프랜차이즈 등 업체 제공 영양정,22754,100g,43,,0.47,,,,7.07,,,,,,18,,,,,,,,,,0,,식품의약품안전처,150g(,스타벅스,2022-06-24,2023-08-31
견과_넛츠앤푸르츠,외식(프랜차이즈 등 업체 제공 영양정,25757,100g,550,,17.5,37.5,,37.5,17.5,,,,,,5,,,,,,,,,0,3.75,0,식품의약품안전처,40g(o,투썸 플레이스,2022-07-12,2023-08-31
견과_이너츠,외식(프랜차이즈 등 업체 제공 영양정,25757,100g,528,,12,,,,8,,,,,,0,,,,,,,,,,8,,식품의약품안전처,25g(o,이디야,2022-07-08,2023-08-31
소시지_쏘시봉,외식(프랜차이즈 등 업체 제공 영양정,27761,100g,200,,7.27,12.73,,14.55,3.64,,,,,,673,,,,,,,,,27.27,5.45,0.18,식품의약품안전처,55g(o,커피빈,2022-07-19,2023-08-31
계란덮밥,외식(분석함량),1001,100g,143,66.9,4.31,2.82,0.84,25.14,3.07,0.8,17,0.36,58,74,223,,18,55,0.27,0.113,0.698,0.74,0,45.54,0.61,0.01,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
곤드레나물밥,외식(분석함량),1002,100g,149,65.8,2.94,2.71,0.29,28.26,0,2.9,42,0,36,31,26,99,0,1186,0,0.029,0,0,,0,0.26,0,식품의약품안전처,350g,해당없음,2016-10-31,2023-08-31
국밥,외식(분석함량),1004,100g,52,87.4,3.45,1.03,0.83,7.33,0.05,1.3,25,0,30,64,288,19,0,230,0.3,0.024,0.256,0,,5.98,0.34,0.03,식품의약품안전처,800g,해당없음,2016-10-31,2023-08-31
국밥_굴,외식(분석함량),1004,100g,105,76.1,6.52,2.74,1.05,13.6,0.05,0.9,30,0,103,81,252,29,15,164,0.049,0.094,0.412,0,,79.75,0.6,0.02,식품의약품안전처,650g,해당없음,2015-06-30,2023-08-31
국밥_돼지고기,외식(분석함량),1004,100g,76,84.7,5.53,3.22,0.36,6.23,0,1,11,0,34,70,91,3,0,34,0.043,0.034,0.428,0,,11.88,0.7,0.02,식품의약품안전처,1200g,해당없음,2016-10-31,2023-08-31
국밥_소고기,외식(분석함량),1004,100g,47,88.8,3.11,1.16,0.87,6.09,0.4,1.1,13,0,33,104,255,4,0,42,0.036,0.019,0.261,0,,5.98,0.33,0.01,식품의약품안전처,700g,해당없음,2016-10-31,2023-08-31
국밥_소머리,외식(분석함량),1004,100g,79,84.4,9.5,3.6,0.4,2.2,,0.5,9,12.4,32,37,103,2,0,26,0.02,0.2,0.9,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
귀리밥,외식(분석함량),1005,100g,162,60.4,3.9,0.87,0.24,34.54,0.09,1.6,11,0.32,55,47,0,,0,0,0.097,0.01,0.562,0,0,0,0.16,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
김밥_김치,외식(분석함량),1007,100g,138,67.2,4.4,2.6,1.5,24.3,,1.9,31,6.8,58,125,458,55,10,541,0.05,0.57,1.7,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
김밥_샐러드,외식(분석함량),1007,100g,162,64.9,3.85,5.41,1.23,24.58,1.37,1.3,26,0,56,102,364,46,2,524,0.025,0.169,1.139,0,,33.83,1.12,0.02,식품의약품안전처,250g,해당없음,2012-02-28,2023-08-31
김밥_소고기,외식(분석함량),1007,100g,160,63.3,6.39,3.85,1.43,25.01,0.33,1.8,28,0.01,76,122,424,41,1,480,0.024,0.21,1.369,0.17,,37.23,1.01,0.04,식품의약품안전처,250g,해당없음,2012-02-28,2023-08-31
김밥_참치,외식(분석함량),1007,100g,167,63.3,5.8,5.1,1.3,24.5,,2.7,25,5,64,108,346,42,7,424,0.19,0.21,1.2,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
김밥_참치,외식(분석함량),1007,100g,170,63.6,6.44,5.89,1.35,22.73,1.46,0.8,30,0.65,80,112,353,,4,33,0.073,0.086,1.032,0.51,0,33.89,1.07,0.05,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
누룽지_뜨거운물첨가,외식(분석함량),1009,100g,69,83.4,1.32,0.1,0.12,15.06,1.15,0.5,4,0.08,12,13,13,0,0,0,0,0.003,0.147,0,0,0,0.04,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
덮밥_돼지고기(제육),외식(분석함량),1010,100g,156,65.3,6,4.4,1.2,23.1,,1.5,15,6.6,66,153,308,33,0,397,0.15,0.46,1.1,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
덮밥_불고기,외식(분석함량),1010,100g,134,69.5,5.7,3.2,1.1,20.5,,1.2,13,9.2,51,104,300,9,0,109,0.07,0.42,1,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
덮밥_송이버섯,외식(분석함량),1010,100g,97,77.8,3.04,2.34,0.89,15.93,0.38,2.3,12,0,38,83,280,5,0,56,0.135,0.049,1.192,0.94,,8.03,0.46,0.02,식품의약품안전처,600g,해당없음,2013-03-31,2023-08-31
덮밥_유산슬,외식(분석함량),1010,100g,105,77.3,4.9,3.46,0.9,13.44,0.08,1.9,20,0,47,65,287,3,0,42,0.011,0.02,1.633,1.41,,21.98,0.62,0.02,식품의약품안전처,550g,해당없음,2013-03-31,2023-08-31
덮밥_장어,외식(분석함량),1010,100g,179,61.4,7.52,5.74,0.96,24.34,1.4,2.6,45,0,87,97,230,172,169,41,0.116,0.07,0.541,0,,58.64,1.29,0.06,식품의약품안전처,400g,해당없음,2013-03-31,2023-08-31
덮밥_참치,외식(분석함량),1010,100g,136,69.1,5.84,3.35,1.16,20.59,0.6,1.6,20,0.01,62,125,324,25,2,281,0.07,0.439,1.742,0,,23.16,0.68,0.02,식품의약품안전처,500g,해당없음,2012-02-28,2023-08-31
덮밥_해물,외식(분석함량),1010,100g,110,75.5,6.01,3.21,0.9,14.35,0.17,1.6,20,0,57,72,258,9,0,108,0,0.04,0.32,0,,40.89,0.77,0.03,식품의약품안전처,700g,해당없음,2013-03-31,2023-08-31
리조또_간편조리세트_베이컨버섯크림리조또,외식(분석함량),1014,100g,187,67.7,3.11,12.29,1.04,15.9,2.09,0.8,27,0.1,62,107,253,,11,50,0.151,0.151,1.479,0.28,0,9.86,6.24,0.05,식품의약품안전처,888g,HY 잇츠온,2022-06-30,2023-08-31
리조또_간편조리세트_쉬림프로제리조또,외식(분석함량),1014,100g,176,67.1,3.35,9.77,1.23,18.57,3.84,0.7,37,0.14,69,151,299,,38,73,0.145,0.119,2.472,0.08,0,11.6,6.23,0.04,식품의약품안전처,811g,HY 잇츠온,2022-06-30,2023-08-31
묵밥,외식(분석함량),1015,100g,68,83.3,1.56,0.81,0.76,13.54,1.59,1,11,0,31,60,218,6,0,67,0.047,0.027,0,0,,4.49,0.16,0,식품의약품안전처,950g,해당없음,2016-10-31,2023-08-31
자장밥,외식(분석함량),1031,100g,148,67.6,3.05,4.46,0.93,24.01,1.07,2.4,11,0,38,75,312,1,0,17,0.128,0.055,0.57,0,,5.29,1.71,0.03,식품의약품안전처,500g,해당없음,2012-02-28,2023-08-31
볶음밥_간편조리세트_돼지불백깍둑볶음누룽밥,외식(분석함량),1017,100g,186,61.3,10.82,7.84,2.06,17.92,4.16,1.1,82,0.52,126,197,518,,16,145,0.441,0.225,2.995,0.9,0,48.58,2.76,0.04,식품의약품안전처,598g,GS 리테일 심플리쿡,2022-06-30,2023-08-31
볶음밥,외식(분석함량),1017,100g,193,61.1,6.92,8.38,1.05,22.5,1.79,0.8,51,0.46,91,194,282,,12,134,0.228,0.085,0.748,0.13,0,44.31,1.66,0.07,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
볶음밥_김치,외식(분석함량),1017,100g,151,66.1,4.6,4.1,1.3,24,,4.1,30,4.6,61,136,358,44,20,290,0.22,0.15,1.2,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
볶음밥_김치,외식(분석함량),1017,100g,167,64.9,4.18,6.44,1.24,23.21,1.63,1.5,27,0.53,69,128,320,,14,205,0.25,0.064,1.127,0.38,0,39.86,1.36,0.06,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
볶음밥_삼선,외식(분석함량),1017,100g,172,64.4,6.56,6.62,1,21.44,0.4,2.3,23,0,79,80,303,27,15,140,0.117,0.048,1.511,0.47,,81.63,1.58,0.04,식품의약품안전처,400g,해당없음,2013-03-31,2023-08-31
볶음밥_새우,외식(분석함량),1017,100g,175,61.3,4.5,4.9,1.1,28.2,,1.3,18,3.3,66,67,349,21,8,152,0.02,0.16,0.7,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
볶음밥_오므라이스,외식(분석함량),1017,100g,162,64.3,4.8,4.8,1.1,25,,2.3,20,4.5,67,106,330,39,33,73,0.32,0.15,0.9,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
볶음밥_해물,외식(분석함량),1017,100g,176,63.4,6.28,6.75,1,22.61,0.31,2.9,20,0,77,84,269,18,6,138,0.004,0.059,0.394,0,,60.45,1.35,0.04,식품의약품안전처,400g,해당없음,2013-03-31,2023-08-31
비빔밥_간편조리세트_꼬막비빔밥,외식(분석함량),1018,100g,103,75.7,7.33,3.29,2.7,11.01,5.31,2.6,31,0.81,50,127,469,,13,738,0.145,0.122,1.66,2.07,0,29.47,0.63,0.05,식품의약품안전처,347g,GS 리테일 심플리쿡,2022-06-30,2023-08-31
비빔밥,외식(분석함량),1018,100g,142,68.1,4.47,3.81,1.11,22.5,3.04,1.4,53,0.62,63,132,317,,10,3,0.229,0.063,0.181,0.23,0,43.96,0.82,0.03,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
비빔밥_멍게,외식(분석함량),1018,100g,137,68.8,4.15,3.28,1.13,22.68,4.18,1.9,36,0,57,115,286,21,1,240,0,0.06,0,0,,5.48,0.6,0.03,식품의약품안전처,400g,해당없음,2016-10-31,2023-08-31
비빔밥_약초,외식(분석함량),1018,100g,128,72,2.98,3.98,1,20.05,0.73,2.7,61,0,48,131,243,55,0,664,0.018,0.033,0.56,0.3,,0,0.6,0.03,식품의약품안전처,400g,해당없음,2016-10-31,2023-08-31
삼각김밥_고추장불고기,외식(분석함량),1019,100g,165,59.5,3.66,1.58,1.14,34.11,0.21,1.3,29,0,47,69,343,32,0,382,0.04,0.086,0.39,1.53,,3.51,0.45,0.01,식품의약품안전처,100g,해당없음,2012-02-28,2023-08-31
삼각김밥_숯불갈비,외식(분석함량),1019,100g,161,60.7,4,1.67,1.11,32.55,0.16,1.3,11,0,55,69,358,27,0,318,0.073,0.094,0.323,0,,4.04,0.53,0.02,식품의약품안전처,100g,해당없음,2012-02-28,2023-08-31
삼각김밥_참치마요네즈,외식(분석함량),1019,100g,172,60,3.94,3.2,0.87,31.95,0.02,1.2,10,0,50,58,282,21,0,255,0.003,0.062,0.982,0,,4.41,0.6,0.01,식품의약품안전처,100g,해당없음,2012-02-28,2023-08-31
새우튀김롤,외식(분석함량),1020,100g,202,55.5,4.82,6.06,1.56,32.09,3.71,2.5,54,0,68,77,464,21,2,232,0.047,0.046,0.174,2.58,,18.62,1.14,0.04,식품의약품안전처,300g,해당없음,2013-03-31,2023-08-31
쌀밥,외식(분석함량),1022,100g,166,58.9,3.36,0.32,0.11,37.33,0.02,0.1,6,0,28,26,0,,0,0,0,0.005,0.536,0.16,0,0,0.1,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
알밥_간편조리세트_갑오징어알뚝밥,외식(분석함량),1023,100g,124,72,9.82,4.88,3.06,10.21,2.63,1,20,0.23,96,108,1032,,2,85,0.139,0.041,0.097,1.93,0,143.7,0.86,0.04,식품의약품안전처,355g,GS 리테일 심플리쿡,2022-06-30,2023-08-31
연어롤,외식(분석함량),1024,100g,170,62.5,6.19,5.13,1.44,24.77,2.82,3,45,0,76,110,404,19,2,204,0.063,0.046,0.865,20.01,,20.66,0.94,0.03,식품의약품안전처,300g,해당없음,2013-03-31,2023-08-31
연잎밥,외식(분석함량),1025,100g,207,48.1,4,0.3,0.6,47,,,14,5.9,71,98,178,0,0,4,0.03,0.15,1.1,3,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2009-12-31,2023-08-31
오곡밥,외식(분석함량),1027,100g,156,61.3,4.78,0.52,0.47,32.93,0.07,2.5,11,0,74,113,46,0,0,4,0.047,0.015,0.166,0,,0,0.17,0,식품의약품안전처,250g,해당없음,2014-09-30,2023-08-31
잡탕밥,외식(분석함량),1034,100g,104,76.5,5.88,2.68,0.94,13.99,0.06,1.8,24,0.01,65,69,281,11,0,132,0.019,0.093,0.331,0,,43.98,0.54,0.02,식품의약품안전처,750g,해당없음,2012-02-28,2023-08-31
주먹밥_멸치,외식(분석함량),1035,100g,208,52.1,6,4.4,1.27,36.2,0.6,2.3,73,0,115,92,331,16,7,119,0,0.027,0.3,0,,28.3,0.73,0,식품의약품안전처,150g,해당없음,2015-06-30,2023-08-31
짜장밥_오징어,외식(분석함량),1036,100g,136,68.2,6.3,2.8,1.2,21.5,,1.5,19,4.8,77,135,325,33,0,394,0.05,0.31,1.1,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
초밥_광어,외식(분석함량),1042,100g,151,62.7,9.02,1.31,1.11,25.85,2.57,0.8,8,0,115,183,270,0,0,0,0.007,0.128,2.982,0,,15.58,0.35,0.01,식품의약품안전처,300g,해당없음,2012-02-28,2023-08-31
초밥_농어,외식(분석함량),1042,100g,159,59.6,6.97,0.53,1.4,31.5,5.2,1,7,0,73,119,414,11,11,0,0.032,0.033,0.548,0,,10.6,0.26,0.01,식품의약품안전처,250g,해당없음,2013-03-31,2023-08-31
초밥_모듬,외식(분석함량),1042,100g,154,62.9,8.47,2.02,1.16,25.48,2.88,0.8,15,0,94,147,323,6,6,4,0.013,0.15,2.435,0,,23.62,0.5,0.01,식품의약품안전처,300g,해당없음,2012-02-28,2023-08-31
초밥_문어,외식(분석함량),1042,100g,157,59.7,5.85,0.3,1.49,32.71,5.35,1.1,9,0,52,58,480,1,0,2,0.002,0.021,0.271,3.12,,28.03,0.14,0,식품의약품안전처,250g,해당없음,2013-03-31,2023-08-31
초밥_새우,외식(분석함량),1042,100g,130,68.4,7.78,1.94,1.47,20.41,3.95,0,24,0.12,69,76,451,,0,1,0.014,0.021,0.176,0.14,0,56.34,0.19,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
초밥_연어,외식(분석함량),1042,100g,207,58.7,11.2,9.36,1.2,19.59,3.62,0,510,2.49,140,189,278,,3,0,0.093,0.036,3.332,0.46,1.72,27.84,1.23,0.03,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
초밥_유부초밥,외식(분석함량),1042,100g,165,61,4.32,2.51,0.91,31.26,2.11,1.9,63,0.39,57,33,255,4,0,47,0.018,0.019,0.524,0,0,0,0.45,0.02,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
초밥_장어,외식(분석함량),1042,100g,195,55.2,6.61,4.33,1.62,32.27,5.47,1.3,32,0,70,70,508,132,126,64,0.022,0.045,0.222,2.26,,41.11,1.16,0.04,식품의약품안전처,250g,해당없음,2013-03-31,2023-08-31
초밥_한치,외식(분석함량),1042,100g,150,61.6,5.48,0.34,1.43,31.17,5.25,0.6,7,0,50,43,480,0,0,3,0.001,0.016,0.578,2.59,,40.03,0.18,0,식품의약품안전처,250g,해당없음,2013-03-31,2023-08-31
충무김밥,외식(분석함량),1043,100g,146,64,5.86,1.49,1.38,27.29,4.3,2.1,19,0,74,165,324,32,0,379,0.07,0.059,0.3,0.45,,39.21,0.27,0.01,식품의약품안전처,400g,해당없음,2013-03-31,2023-08-31
캘리포니아롤,외식(분석함량),1045,100g,163,61.6,4.11,3.02,1.49,29.74,2.97,2.5,49,0,52,76,432,21,2,224,0.035,0.039,0.127,1.29,,21.99,0.71,0.02,식품의약품안전처,300g,해당없음,2013-03-31,2023-08-31
콩밥_강낭콩,외식(분석함량),1048,100g,173,56.8,4.38,0.39,0.39,38.04,0.1,1.3,16,0.58,63,116,25,,0,1,0.036,0.04,0.174,0.48,0,0,0.14,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
회덮밥,외식(분석함량),1051,100g,137,69.2,6.04,3.31,0.8,20.66,2.19,1.6,24,0,79,163,149,29,1,340,0.019,0.571,1.184,0,,17.73,0.58,0.02,식품의약품안전처,500g,해당없음,2012-02-28,2023-08-31
가래떡,외식(분석함량),2053,100g,210,48,4,1.08,0.77,46.11,0.06,0.7,12,0.18,43,27,250,,0,0,0.008,0.014,0.193,0.29,0,0,0.22,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
가래떡_흑미,외식(분석함량),2053,100g,205,48.1,3.5,0,0.6,47.8,,,8,1.3,52,46,226,1,0,14,0.05,0.02,0.9,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
개피떡(바람떡),외식(분석함량),2054,100g,207,48.7,4.3,0.8,0.6,45.6,,,17,1.2,44,29,155,0,0,0,0.05,0.04,0.5,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,1996-12-31,2023-08-31
개피떡(바람떡)_쑥,외식(분석함량),2054,100g,206,48.8,4.5,0.8,0.7,45.2,,,24,1.8,46,46,157,1,0,11,0.05,0.04,0.5,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,1996-12-31,2023-08-31
경단_깨,외식(분석함량),2055,100g,319,19.9,4.44,0.54,0.91,74.22,26.64,5.4,62,0,66,51,180,0,0,0,0,0.007,0,0,,0,0.46,0,식품의약품안전처,100g,해당없음,2014-09-30,2023-08-31
경단_찹쌀_카스텔라,외식(분석함량),2055,100g,237,42.3,4.1,1.8,0.7,51.1,,,14,0.8,48,38,185,3,2,11,0.03,0.03,0.6,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,1996-12-31,2023-08-31
기피편,외식(분석함량),2056,100g,220,44.2,5.45,0.25,1.13,48.99,2.08,5.1,12,0,67,131,281,0,0,0,0.049,0,0.389,0,,0,0.13,0,식품의약품안전처,100g,해당없음,2014-09-30,2023-08-31
모싯잎송편_동부,외식(분석함량),2059,100g,190,52.2,5.65,0.66,1.22,40.29,3.18,4,88,0.99,96,142,262,47,0,570,0.018,0.378,0.121,0.09,0,0,0.24,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2014-12-31,2023-08-31
모싯잎송편_동부(국내산),외식(분석함량),2059,100g,190,52.2,5.28,0.65,1.23,40.68,1.59,4.2,91,0.88,91,139,282,57,0,690,0.016,0.343,0.14,0,0,0,0.24,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2014-12-31,2023-08-31
모싯잎송편_동부(수입산),외식(분석함량),2059,100g,190,52.2,6.03,0.67,1.21,39.9,3.18,3.9,85,1.1,100,145,242,37,0,449,0.019,0.412,0.101,0.19,0,0,0.24,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2014-12-31,2023-08-31
무지개떡,외식(분석함량),2060,100g,229,42.4,3.53,0.31,0.8,53.01,8.99,0.2,10,0,41,32,277,1,0,13,0.038,0.036,0.308,0.1,,0,0.16,0,식품의약품안전처,100g,해당없음,2012-02-28,2023-08-31
백설기,외식(분석함량),2061,100g,224,44.2,3.78,0.9,0.86,50.28,7.79,0.5,13,0.21,43,28,290,,0,0,0.03,0.014,0.289,0.47,0,0,0.19,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
백설기_검정콩,외식(분석함량),2061,100g,229,43.6,5.75,1.46,0.88,48.31,2.07,2.5,19,0.63,76,116,223,0,0,5,0,0.025,0.224,0,0,0,0.31,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
빙떡(메밀전병),외식(분석함량),2062,100g,168,64.6,6.18,6.29,1.34,21.62,0.62,3.5,36,0,87,159,346,10,0,116,0.117,0.034,0.019,1.71,,8.05,1.19,0.04,식품의약품안전처,100g,해당없음,2014-09-30,2023-08-31
송편_검정콩,외식(분석함량),2063,100g,200,49.8,6.9,0.8,1.3,41.2,,,20,1,79,179,463,0,0,0,0.04,0.02,0.6,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2001-12-31,2023-08-31
송편_깨,외식(분석함량),2063,100g,224,46.4,4.92,2.74,1.02,44.96,1.15,4.8,71,0,84,86,232,14,0,163,0.008,0.044,0.668,0,,0,0.48,0,식품의약품안전처,100g,해당없음,2014-09-30,2023-08-31
송편_콩,외식(분석함량),2063,100g,194,51.4,5.24,0.75,0.99,41.66,1.26,4.8,17,0,70,109,234,1,0,6,0,0,0.515,0,,0,0.24,0,식품의약품안전처,100g,해당없음,2014-09-30,2023-08-31
송편_팥,외식(분석함량),2063,100g,200,49.5,5.4,0.4,1.1,43.6,,,5,0.5,62,108,466,0,0,0,0.04,0.02,0.8,,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2001-12-31,2023-08-31
